plot.mpb,plot,date,plot_id,tree.id,live.dead,j.gal,exit.hole,dbh,scorch.height,bole.scorch,cl.deep.char,killed.by,mortality,canopy.str,canopy,cones,seed.source,cone.ct,snag.cwd,fwi,burncon
ML13,13,7/6/2016,CEC0706L2,NW1,D,Y,Y,16.5,1.5,5,2,MPB,BOM,full,yes,closed,no,500,snag,27.4,moderate
ML13,13,7/6/2016,CEC0706L2,NW2,D,Y,Y,20.5,2,5,2,MPB,BOM,full,yes,closed,no,200,snag,27.4,moderate
ML13,13,7/6/2016,CEC0706L2,SE1,D,O,Y,8,0.1,1,1,FIRE,FIRE,full,yes,closed,no,100,snag,27.4,moderate
ML13,13,7/6/2016,CEC0706L2,SE3,D,Y,Y,18.5,1,4,2,MPB,BOM,full,yes,closed,no,30,snag,27.4,moderate
ML13,13,7/6/2016,CEC0706L2,SE4 ,D,O,Y,11,1,10,1,FIRE,FIRE,full,yes,closed,no,45,snag,27.4,moderate
ML13,13,7/6/2016,CEC0706L2,NE3,L,live,live,10.5,1,7,1,live,live,full,yes,closed,no,50,snag,27.4,moderate
ML13,13,7/6/2016,CEC0706L2,SW4,L,live,live,14.5,0.1,0.5,1,live,live,full,yes,closed,no,300,snag,27.4,moderate
ML13,13,7/6/2016,CEC0706L2,SE2,D,O,Y,13,0.1,2,2,OPF,BOM,partial,yes,closed,no,100,snag,27.4,moderate
ML13,13,7/6/2016,CEC0706L2,SW1,D,Y,Y,20.5,0,0,1,MPB,BOM,partial,yes,closed,no,300,snag,27.4,moderate
ML13,13,7/6/2016,CEC0706L2,SW2,D,Y,Y,14.5,0.5,3,2,MPB,BOM,partial,yes,closed,no,200,snag,27.4,moderate
ML13,13,7/6/2016,CEC0706L2,SW3,D,O,N,10.5,0.1,0.5,2,OPF,BOM,partial,yes,closed,no,10,snag,27.4,moderate
ML13,13,7/6/2016,CEC0706L2,NEA,D,O,Y,12,1,2,1,FIRE,FIRE,full,yes,open,yes,2,snag,27.4,moderate
ML13,13,7/6/2016,CEC0706L2,SE5,D,Y,Y,21.5,1,3,2,MPB,BOM,full,yes,open,yes,300,snag,27.4,moderate
ML13,13,7/6/2016,CEC0706L2,SW5,D,O,N,11,0.1,0.5,2,OPF,BOM,partial,yes,open,yes,20,snag,27.4,moderate
ML14,14,7/6/2016,CEC0706L3,NE1,D,Y,Y,25,3,15,2,MPB,BOM,full,yes,both,yes,40,snag,27.4,moderate
ML14,14,7/6/2016,CEC0706L3,NE2,L,live,live,12.5,0.1,1,1,live,live,full,yes,both,yes,60,live,27.4,moderate
ML14,14,7/6/2016,CEC0706L3,NW1,D,O,Y,20.5,1,7,1,FIRE,FIRE,full,yes,both,yes,100,snag,27.4,moderate
ML14,14,7/6/2016,CEC0706L3,SE2,D,Y,Y,23.5,3,10,2,MPB,BOM,full,yes,both,yes,100,snag,27.4,moderate
ML14,14,7/6/2016,CEC0706L3,SE1,D,O,Y,12.5,1,10,2,OPF,BOM,partial,yes,both,yes,140,snag,27.4,moderate
ML14,14,7/6/2016,CEC0706L3,NW3,D,Y,Y,25.5,3,15,2,MPB,BOM,full,yes,closed,no,200,snag,27.4,moderate
ML14,14,7/6/2016,CEC0706L3,NW2,D,Y,Y,23,3,15,2,MPB,BOM,partial,yes,closed,no,100,snag,27.4,moderate
ML14,14,7/6/2016,CEC0706L3,NW4,D,O,Y,13.5,2,10,1,FIRE,FIRE,full,yes,open,yes,20,snag,27.4,moderate
ML14,14,7/6/2016,CEC0706L3,NW5,D,Y,Y,20,4,20,2,MPB,BOM,full,yes,open,yes,150,snag,27.4,moderate
ML14,14,7/6/2016,CEC0706L3,SE3,D,Y,Y,23,4,25,2,MPB,BOM,full,yes,open,yes,130,snag,27.4,moderate
HM15,15,7/7/2016,EF0707M1,NE1,D,Y,Y,14.5,6,45,2,MPB,BOM,none,no,none,no,0,cwd,16.4,moderate
HM15,15,7/7/2016,EF0707M1,NW1,D,Y,Y,13,6,20,2,MPB,BOM,none,no,none,no,0,cwd,16.4,moderate
HM15,15,7/7/2016,EF0707M1,SE3,D,Y,Y,24.5,18.5,65,2,MPB,BOM,none,no,none,no,0,cwd,16.4,moderate
MH16,16,7/7/2016,EF0707H2,NE1,D,Y,Y,24.5,12,100,4,MPB,BOM,none,no,none,no,0,snag,22.9,moderate
MH16,16,7/7/2016,EF0707H2,NE2,D,N,N,11,8,100,4,OPF,BOM,none,no,none,no,0,snag,22.9,moderate
MH16,16,7/7/2016,EF0707H2,SE1,D,Y,Y,17,11,98,3,MPB,BOM,none,no,none,no,0,snag,22.9,moderate
MH16,16,7/7/2016,EF0707H2,SE2,D,Y,N,20.5,11,100,3,MPB,BOM,none,no,none,no,0,snag,22.9,moderate
MH16,16,7/7/2016,EF0707H2,SW1,D,N,N,19.5,10,100,3,OPF,BOM,none,no,none,no,0,snag,22.9,moderate
MH16,16,7/7/2016,EF0707H2,SW2,D,N,Y,18.5,10,75,1,FIRE,FIRE,full,yes,open,yes,350,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,NE1,D,N,Y,8,6,40,2,OPF,BOM,none,no,none,no,0,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,NE2,D,Y,N,10,10.5,100,3,MPB,BOM,none,no,none,no,0,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,NE3,D,N,Y,10.5,12.5,100,2,OPF,BOM,none,no,none,no,0,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,NE4,D,N,N,10,11,100,3,OPF,BOM,none,no,none,no,0,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,NE5,D,Y,Y,13,15,95,2,MPB,BOM,none,no,none,no,0,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,NE7,D,Y,Y,16,13,100,2,MPB,BOM,none,no,none,no,0,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,NE8,D,O,N,10.5,11,100,2,OPF,BOM,none,no,none,no,0,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,SE4,D,N,Y,10,10,85,3,OPF,BOM,none,no,none,no,0,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,SE5,D,N,N,10.5,10,98,3,OPF,BOM,none,no,none,no,0,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,SE6,D,N,N,11,13,100,3,OPF,BOM,none,no,none,no,0,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,SE7,D,Y,N,9,11,96,3,MPB,BOM,none,no,none,no,0,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,SE1,D,Y,N,13.5,12,75,3,MPB,BOM,partial,yes,none,no,0,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,SE3,D,Y,N,7.5,9,70,2,MPB,BOM,partial,yes,none,no,0,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,NE6,D,N,Y,10.5,12,97,3,OPF,BOM,full,yes,open,yes,70,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,SW1,D,N,N,12.5,4,30,1,FIRE,FIRE,full,yes,open,yes,300,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,SW2,D,N,N,11.5,4,30,1,FIRE,FIRE,full,yes,open,yes,2,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,SW3,D,Y,Y,13.5,12,70,2,MPB,BOM,full,yes,open,yes,400,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,SW4,D,O,Y,8,8,40,2,OPF,BOM,full,yes,open,yes,30,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,SW5,D,Y,Y,14.5,8,50,2,MPB,BOM,full,yes,open,yes,10,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,NW1,D,N,N,13,10,50,1,OPF,BOM,partial,yes,open,yes,100,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,NW2,D,Y,Y,13.5,10,50,1,MPB,BOM,partial,yes,open,yes,300,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,NW3,D,Y,Y,22.5,8,40,1,MPB,BOM,partial,yes,open,yes,120,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,NW4,D,Y,Y,18.5,8,40,1,MPB,BOM,partial,yes,open,yes,100,snag,22.9,moderate
MM17,17,7/7/2016,EF0707H1,SE2,D,N,Y,9.5,3.5,40,1,FIRE,FIRE,partial,yes,open,yes,200,snag,22.9,moderate
HL18,18,7/9/2016,CEC0709L1,NE2,D,Y,Y,14.5,0.5,1,2,MPB,BOM,full,yes,closed,no,130,snag,27.4,moderate
HL18,18,7/9/2016,CEC0709L1,NE4,D,Y,Y,16,2.5,12,2,MPB,BOM,full,yes,closed,no,80,snag,27.4,moderate
HL18,18,7/9/2016,CEC0709L1,NW1,D,Y,Y,18,0,0,1,MPB,BOM,full,yes,closed,no,300,snag,27.4,moderate
HL18,18,7/9/2016,CEC0709L1,SE2,D,Y,Y,18.5,0.5,1,1,MPB,BOM,full,yes,closed,no,30,snag,27.4,moderate
HL18,18,7/9/2016,CEC0709L1,SE6,D,Y,Y,22,0,0,1,MPB,BOM,full,yes,closed,no,400,snag,27.4,moderate
HL18,18,7/9/2016,CEC0709L1,NW3,L,live,live,12,0.5,1,1,live,live,full,yes,closed,no,5,snag,27.4,moderate
HL18,18,7/9/2016,CEC0709L1,NW2,D,Y,Y,20,0.1,0.5,2,MPB,BOM,partial,yes,closed,no,150,snag,27.4,moderate
HL18,18,7/9/2016,CEC0709L1,SE4,D,Y,Y,12,0.1,0.5,2,MPB,BOM,partial,yes,closed,no,2,snag,27.4,moderate
HL18,18,7/9/2016,CEC0709L1,SE5,D,Y,Y,21,1.5,3,2,MPB,BOM,partial,yes,closed,no,30,snag,27.4,moderate
HL18,18,7/9/2016,CEC0709L1,SW1,D,Y,Y,23.5,1,5,2,MPB,BOM,partial,yes,closed,no,100,snag,27.4,moderate
HL18,18,7/9/2016,CEC0709L1,NE3,D,O,Y,10,0,0,1,UNK,BOM,full,yes,none,no,0,snag,27.4,moderate
HL18,18,7/9/2016,CEC0709L1,SE3,D,O,Y,11.5,0.1,0.5,1,OPF,BOM,none,no,none,no,0,snag,27.4,moderate
HL18,18,7/9/2016,CEC0709L1,SE1,D,Y,Y,17.5,1,3,2,MPB,BOM,full,yes,open,yes,70,snag,27.4,moderate
HL18,18,7/9/2016,CEC0709L1,NE1,D,O,Y,18.5,1,5,2,OPF,BOM,partial,yes,open,yes,40,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,NE5,D,O,Y,12.5,1.5,3,2,OPF,BOM,full,yes,closed,no,3,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,NE6,D,O,Y,13.5,10,98,2,OPF,BOM,full,yes,closed,no,30,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,NW4,D,N,N,14,0.5,3,1,FIRE,FIRE,full,yes,closed,no,200,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,NE1,D,O,Y,10.5,14,95,2,OPF,BOM,partial,yes,closed,no,10,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,SW4,D,O,Y,16.5,2,10,2,OPF,BOM,partial,yes,closed,no,200,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,SE2,D,O,Y,14.5,8,100,2,OPF,BOM,none,no,none,no,0,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,SW3,D,Y,Y,17.5,5,20,2,MPB,BOM,none,no,none,no,0,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,SE1,D,O,Y,10.5,5,60,2,OPF,BOM,partial,yes,none,no,0,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,NE2,D,O,Y,19,11,90,2,OPF,BOM,full,yes,open,yes,100,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,NE3,D,O,Y,17,1,3,1,FIRE,FIRE,full,yes,open,yes,140,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,NE4,D,Y,Y,18,12,97,2,MPB,BOM,full,yes,open,yes,140,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,NW2,D,Y,Y,17,0.5,3,2,MPB,BOM,full,yes,open,yes,300,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,NW3,D,Y,Y,19.5,2,10,2,MPB,BOM,full,yes,open,yes,200,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,SEA,D,O,Y,20,2,10,1,FIRE,FIRE,full,yes,open,yes,400,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,SW1,D,Y,Y,21.5,4,20,2,MPB,BOM,full,yes,open,yes,300,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,SW2,D,Y,Y,17,4,20,2,MPB,BOM,full,yes,open,yes,35,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,NW1,D,O,Y,13,2,10,2,OPF,BOM,partial,yes,open,yes,5,snag,27.4,moderate
MM19,19,7/9/2016,CEC0709M1,SE3,D,Y,Y,20.5,11,100,2,MPB,BOM,partial,yes,open,yes,15,snag,27.4,moderate
MM20,20,7/10/2016,EF0710M1,SW1,D,Y,Y,21.5,6,40,2,MPB,BOM,partial,yes,closed,no,100,snag,35.5,extreme
MM20,20,7/10/2016,EF0710M1,NE2,D,NC,N,13.5,16,100,4,OPF,BOM,none,no,none,no,0,snag,35.5,extreme
LH21,21,7/10/2016,EF0710H2,NE1,D,N,N,14.5,10,100,3,OPF,UPF,none,no,none,no,0,snag,35.5,extreme
LH21,21,7/10/2016,EF0710H2,NE2,D,N,Y,14,10,100,3,OPF,UPF,none,no,none,no,0,snag,35.5,extreme
LH21,21,7/10/2016,EF0710H2,NE4,D,N,Y,14,13,100,3,FIRE,FIRE,none,no,none,no,0,snag,35.5,extreme
LH21,21,7/10/2016,EF0710H2,NW1,D,N,N,14.5,10,100,3,OPF,UPF,none,no,none,no,0,snag,35.5,extreme
LH21,21,7/10/2016,EF0710H2,NW2,D,N,N,13.5,10,100,3,OPF,UPF,none,no,none,no,0,snag,35.5,extreme
LH21,21,7/10/2016,EF0710H2,SE1,D,N,N,14,10,100,3,FIRE,FIRE,none,no,none,no,0,snag,35.5,extreme
LH21,21,7/10/2016,EF0710H2,SE2,D,N,N,21.5,11,100,3,FIRE,FIRE,none,no,none,no,0,snag,35.5,extreme
LH21,21,7/10/2016,EF0710H2,NE3,D,N,N,14.5,9.5,85,1,FIRE,FIRE,partial,yes,open,yes,200,snag,35.5,extreme
LH22,22,7/10/2016,EF0710H1,NW5,D,N,N,10.5,12,100,1,FIRE,FIRE,full,yes,closed,no,50,snag,35.5,extreme
LH22,22,7/10/2016,EF0710H1,SW3,D,N,N,13.5,12,100,1,FIRE,FIRE,full,yes,closed,no,500,snag,35.5,extreme
LH22,22,7/10/2016,EF0710H1,NW1,D,N,N,14,12,100,3,OPF,UPF,none,no,none,no,0,snag,35.5,extreme
LH22,22,7/10/2016,EF0710H1,NW2,D,N,N,14.5,8,100,3,OPF,UPF,none,no,none,no,0,snag,35.5,extreme
LH22,22,7/10/2016,EF0710H1,NW3,D,N,N,13.5,8,100,3,OPF,UPF,none,no,none,no,0,snag,35.5,extreme
LH22,22,7/10/2016,EF0710H1,NW4,D,N,N,12.5,6,100,3,OPF,UPF,none,no,none,no,0,snag,35.5,extreme
LH22,22,7/10/2016,EF0710H1,NW6,D,N,N,10.5,8,100,3,OPF,UPF,none,no,none,no,0,snag,35.5,extreme
LH22,22,7/10/2016,EF0710H1,SE1,D,N,N,8.5,6.5,100,3,OPF,UPF,none,no,none,no,0,snag,35.5,extreme
LH22,22,7/10/2016,EF0710H1,SW1,D,N,N,8.5,8,100,3,OPF,UPF,none,no,none,no,0,snag,35.5,extreme
LH22,22,7/10/2016,EF0710H1,SW2,D,N,N,9.5,8,100,2,OPF,UPF,none,no,none,no,0,snag,35.5,extreme
ML23,23,7/11/2016,EF0711L1,SEA,D,O,Y,22,0,0,1,OPF,BOM,full,yes,both,yes,300,snag,29.6,extreme
ML23,23,7/11/2016,EF0711L1,NE4,D,O,Y,17.5,0.1,0.5,1,OPF,BOM,full,yes,closed,no,45,snag,29.6,extreme
ML23,23,7/11/2016,EF0711L1,SE2,L,live,live,14,0.1,1,1,live,live,full,yes,open,yes,150,snag,29.6,extreme
ML23,23,7/11/2016,EF0711L1,NW4,D,Y,Y,20,0.5,5,1,MPB,BOM,full,yes,both,yes,7,snag,29.6,extreme
ML23,23,7/11/2016,EF0711L1,NE2,D,O,Y,11.5,0.5,2,1,OPF,BOM,full,yes,closed,no,8,snag,29.6,extreme
ML23,23,7/11/2016,EF0711L1,NW3,D,Y,Y,27.5,1.5,7,2,MPB,BOM,full,yes,closed,no,500,snag,29.6,extreme
ML23,23,7/11/2016,EF0711L1,SE3,D,O,Y,14.5,0.1,1,1,OPF,BOM,full,yes,closed,no,130,snag,29.6,extreme
ML23,23,7/11/2016,EF0711L1,NE1,D,Y,Y,19,1,5,2,MPB,BOM,partial,yes,closed,no,110,snag,29.6,extreme
ML23,23,7/11/2016,EF0711L1,NE3,D,O,Y,12.5,0.1,0.5,1,OPF,BOM,partial,yes,closed,no,100,snag,29.6,extreme
ML23,23,7/11/2016,EF0711L1,SE1,D,O,Y,19.5,0.5,4,2,OPF,BOM,partial,yes,closed,no,80,snag,29.6,extreme
ML23,23,7/11/2016,EF0711L1,NW1,D,Y,Y,17,0.1,0.5,1,MPB,BOM,partial,yes,none,no,0,snag,29.6,extreme
ML23,23,7/11/2016,EF0711L1,NW2,D,O,Y,14.5,0.5,2,2,OPF,BOM,partial,yes,none,no,0,snag,29.6,extreme
ML23,23,7/11/2016,EF0711L1,SEB,D,Y,Y,18,2,2,2,MPB,BOM,full,yes,open,yes,400,snag,29.6,extreme
HL24,24,7/11/2016,EF0711L2,NE4,D,Y,Y,20.5,0,0,1,MPB,BOM,full,yes,both,yes,400,snag,29.6,extreme
HL24,24,7/11/2016,EF0711L2,SW4,D,N,N,15.5,0.1,0.5,1,FIRE,FIRE,full,yes,both,yes,5,snag,29.6,extreme
HL24,24,7/11/2016,EF0711L2,NE1,D,Y,Y,15,0,0,1,MPB,BOM,partial,yes,both,yes,140,snag,29.6,extreme
HL24,24,7/11/2016,EF0711L2,NE5,D,O,Y,18.5,5,55,2,OPF,BOM,full,yes,closed,no,120,snag,29.6,extreme
HL24,24,7/11/2016,EF0711L2,NW2,D,N,N,12.5,2,5,1,FIRE,FIRE,full,yes,closed,no,100,snag,29.6,extreme
HL24,24,7/11/2016,EF0711L2,SW3,D,Y,Y,20.5,2,5,2,MPB,BOM,full,yes,closed,no,300,snag,29.6,extreme
HL24,24,7/11/2016,EF0711L2,NW1,D,Y,Y,19.5,2,10,2,MPB,BOM,partial,yes,closed,no,250,snag,29.6,extreme
HL24,24,7/11/2016,EF0711L2,SW1,D,Y,Y,31.5,1.5,5,2,MPB,BOM,partial,yes,closed,no,1000,snag,29.6,extreme
HL24,24,7/11/2016,EF0711L2,SE1,D,Y,Y,25,0.1,0.5,1,MPB,BOM,full,yes,open,yes,220,snag,29.6,extreme
HL24,24,7/11/2016,EF0711L2,NE2,D,Y,Y,13.5,0.1,0.5,1,MPB,BOM,partial,yes,open,yes,8,snag,29.6,extreme
HL24,24,7/11/2016,EF0711L2,NE3,D,Y,Y,14.5,0.1,0.5,1,MPB,BOM,partial,yes,open,yes,20,snag,29.6,extreme
HL24,24,7/11/2016,EF0711L2,SW2,D,Y,Y,15.5,0.5,2,2,MPB,BOM,partial,yes,open,yes,60,snag,29.6,extreme
LH25,25,7/12/2016,EF0712H1,NE1,D,N,N,14.5,8.5,100,3,OPF,UPF,none,no,none,no,0,snag,22.9,moderate
LH25,25,7/12/2016,EF0712H1,NE2,D,N,N,13,13,90,4,OPF,UPF,none,no,none,no,0,cwd,22.9,moderate
LH25,25,7/12/2016,EF0712H1,NW1,D,N,N,9.5,2,100,3,OPF,UPF,none,no,none,no,0,snag,22.9,moderate
LH25,25,7/12/2016,EF0712H1,NW2,D,N,N,9,8,100,1,FIRE,FIRE,partial,yes,open,yes,5,snag,22.9,moderate
MH26,26,7/13/2016,EF0713H1,NE2,D,N,N,10.5,5.5,100,3,OPF,UPF,none,no,none,no,0,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,NE3,D,N,Y,13.5,10,100,3,OPF,UPF,none,no,none,no,0,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,NE4,D,N,N,11,2.5,50,3,OPF,UPF,none,no,none,no,0,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,NE5,D,N,N,9,4.5,100,3,OPF,UPF,none,no,none,no,0,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,NW1,D,N,N,9,4,100,3,OPF,UPF,none,no,none,no,0,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,NW2,D,N,N,9.5,4,100,3,OPF,UPF,none,no,none,no,0,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,NW3,D,N,N,9,3,100,3,OPF,UPF,none,no,none,no,0,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,NW5,D,N,N,9.5,4,100,1,FIRE,FIRE,none,no,none,no,0,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,NW6,D,N,N,10.5,6,100,3,OPF,UPF,none,no,none,no,0,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,SE1,D,N,N,9,4.5,100,3,OPF,UPF,none,no,none,no,0,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,SE2,D,N,N,16,7,100,3,OPF,UPF,none,no,none,no,0,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,SE3,D,N,N,10,6,100,3,OPF,UPF,none,no,none,no,0,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,SW3,D,N,N,14,8,100,3,OPF,UPF,none,no,none,no,0,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,SW4,D,N,N,12,8,100,3,OPF,UPF,none,no,none,no,0,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,NE1,D,N,Y,13.5,12,100,1,FIRE,FIRE,full,yes,open,yes,210,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,SE4,D,O,Y,11.5,11,100,1,FIRE,FIRE,full,yes,open,yes,200,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,SW1,D,N,N,13,14,100,1,FIRE,FIRE,full,yes,open,yes,50,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,NW4,D,N,N,8.5,14,100,2,FIRE,FIRE,partial,yes,open,yes,40,snag,36.1,extreme
MH26,26,7/13/2016,EF0713H1,SW2,D,N,N,13,14,100,1,FIRE,FIRE,partial,yes,open,yes,200,snag,36.1,extreme
MM27,27,7/13/2016,EF0713M1,SE1,D,O,Y,14,4,7,2,OPF,BOM,none,no,none,no,0,cwd,36.1,extreme
MM27,27,7/13/2016,EF0713M1,SE4,D,Y,Y,18,2,3,2,MPB,BOM,none,no,none,no,0,cwd,36.1,extreme
MM27,27,7/13/2016,EF0713M1,NE1,D,Y,Y,21,18,65,3,MPB,BOM,partial,yes,none,no,0,cwd,36.1,extreme
MM27,27,7/13/2016,EF0713M1,NE2,D,O,Y,17,2,8,2,OPF,BOM,partial,yes,none,no,0,cwd,36.1,extreme
MM27,27,7/13/2016,EF0713M1,NE3,D,Y,Y,16,5.5,10,2,MPB,BOM,partial,yes,none,no,9,cwd,36.1,extreme
MM27,27,7/13/2016,EF0713M1,NW1,D,N,N,9,3,35,2,OPF,BOM,partial,yes,none,no,0,snag,36.1,extreme
MM27,27,7/13/2016,EF0713M1,SE2,D,Y,Y,19,2.5,10,2,MPB,BOM,partial,yes,none,no,35,cwd,36.1,extreme
MM27,27,7/13/2016,EF0713M1,NW2,D,Y,Y,20.5,12,50,2,MPB,BOM,partial,yes,open,yes,2,cwd,36.1,extreme
MM27,27,7/13/2016,EF0713M1,SW1,D,Y,Y,15,6,40,2,MPB,BOM,partial,yes,open,yes,300,snag,36.1,extreme
MM27,27,7/13/2016,EF0713M1,SW2,D,N,N,14,3,25,1,FIRE,FIRE,partial,yes,open,yes,200,snag,36.1,extreme
MM27,27,7/13/2016,EF0713M1,SW4,D,Y,Y,15,9,50,3,MPB,BOM,partial,yes,open,yes,20,cwd,36.1,extreme
ML28,28,7/13/2016,EF0713L1,NE1,D,O,Y,22,0.5,2,2,OPF,BOM,full,yes,both,yes,50,snag,29.6,extreme
ML28,28,7/13/2016,EF0713L1,NE3,D,O,Y,24.5,0.1,3,2,OPF,BOM,full,yes,both,yes,20,snag,29.6,extreme
ML28,28,7/13/2016,EF0713L1,NW1,D,Y,Y,18,1,5,2,MPB,BOM,full,yes,closed,no,100,snag,29.6,extreme
ML28,28,7/13/2016,EF0713L1,SE1,D,Y,Y,18,0.1,1,1,MPB,BOM,full,yes,closed,no,65,snag,29.6,extreme
ML28,28,7/13/2016,EF0713L1,NW6,L,live,live,15,0.1,0.5,1,live,live,full,yes,closed,no,5,snag,29.6,extreme
ML28,28,7/13/2016,EF0713L1,NW4,D,O,Y,18,0.1,0.5,1,OPF,BOM,partial,yes,closed,no,200,snag,29.6,extreme
ML28,28,7/13/2016,EF0713L1,SW3,D,N,N,12,2,5,2,OPF,BOM,none,no,none,no,0,snag,29.6,extreme
ML28,28,7/13/2016,EF0713L1,SW8,D,N,N,8,1,2,2,OPF,BOM,none,no,none,no,0,snag,29.6,extreme
ML28,28,7/13/2016,EF0713L1,NE2,D,O,Y,8.5,0.5,1,2,OPF,BOM,partial,yes,none,no,0,snag,29.6,extreme
ML28,28,7/13/2016,EF0713L1,NW5,D,Y,Y,18.5,1,3,2,MPB,BOM,partial,yes,none,no,0,snag,29.6,extreme
ML28,28,7/13/2016,EF0713L1,SW5,D,O,Y,15.5,0.1,0.5,1,OPF,BOM,partial,yes,none,no,0,snag,29.6,extreme
ML28,28,7/13/2016,EF0713L1,SW6,D,N,N,11,0.5,1,2,OPF,BOM,partial,yes,none,no,0,snag,29.6,extreme
ML28,28,7/13/2016,EF0713L1,SW7,D,Y,Y,15.5,2,10,2,MPB,BOM,partial,yes,none,no,0,snag,29.6,extreme
ML28,28,7/13/2016,EF0713L1,NW7,D,Y,Y,21,0.5,3,2,MPB,BOM,full,yes,open,yes,160,snag,29.6,extreme
